Term1,Term2,Term3,TrigramFreq,BigramContextFreq,TrigramProb
🙏,🏻,🙏,16,21,0.7619047619047619
🏻,🙏,🏻,16,16,1.0
?,?,&,14,23,0.6086956521739131
$,gracias,gabygod,12,18,0.6666666666666666
$,@,5215512499392,12,15,0.8
gracias,gabygod,&,11,14,0.7857142857142857
$,zi,&,9,9,1.0
?,?,?,9,23,0.391304347826087
@,5215512499392,&,8,19,0.42105263157894735
eliminaste,este,mensaje,7,7,1.0
este,mensaje,.,7,7,1.0
mensaje,.,&,7,7,1.0
$,eliminaste,este,7,7,1.0
$,si,gabygod,6,11,0.5454545454545454
gabygod,.,&,5,5,1.0
🙏,🏻,&,5,21,0.23809523809523808
@,5215565635201,&,5,9,0.5555555555555556
$,creo,que,4,9,0.4444444444444444
$,jajajaja,&,4,5,0.8
:,(,(,4,4,1.0
.,.,.,4,7,0.5714285714285714
$,no,nos,4,27,0.14814814814814814
$,no,te,3,27,0.1111111111111111
si,gabygod,&,3,6,0.5
(,(,(,3,7,0.42857142857142855
con,el,esponjosito,3,4,0.75
$,creo,&,3,9,0.3333333333333333
⚠,️,⚠,3,4,0.75
️,⚠,️,3,3,1.0
$,jajajajajaja,&,3,3,1.0
$,@,5215565635201,3,15,0.2
$,oye,@,3,4,0.75
oye,@,5215512499392,3,3,1.0
(,(,&,3,7,0.42857142857142855
por,favor,&,3,4,0.75
.,.,&,3,7,0.42857142857142855
$,yo,tengo,3,10,0.3
$,asicierto,&,2,2,1.0
va,a,sacar,2,4,0.5
$,por,cierto,2,6,0.3333333333333333
$,por,favor,2,6,0.3333333333333333
$,neta,si,2,2,1.0
esponjosito,xd,&,2,2,1.0
$,.,&,2,2,1.0
wey,?,&,2,2,1.0
el,protocolo,&,2,6,0.3333333333333333
$,si,&,2,11,0.18181818181818182
$,y,al,2,10,0.2
$,lo,que,2,6,0.3333333333333333
y,al,final,2,2,1.0
la,metodología,",",2,3,0.6666666666666666
pero,.,.,2,2,1.0
$,pero,.,2,8,0.25
es,cierto,gabygod,2,2,1.0
gabygod,",",no,2,11,0.18181818181818182
",",gracias,gabygod,2,3,0.6666666666666666
neta,si,trabajamos,2,2,1.0
no,nos,saques,2,4,0.5
😴,😴,😴,2,3,0.6666666666666666
$,gabyyy,&,2,2,1.0
de,nlp,?,2,4,0.5
$,hny,&,2,3,0.6666666666666666
del,equipo,por,2,4,0.5
ay,kabron,&,2,2,1.0
$,ay,kabron,2,5,0.4
lo,del,esponjosito,2,3,0.6666666666666666
nos,va,a,2,3,0.6666666666666666
si,gabygod,",",2,6,0.3333333333333333
nada,xd,&,2,2,1.0
$,se,esta,2,7,0.2857142857142857
$,rzagalf,&,2,2,1.0
7,de,octubre,2,2,1.0
$,gracias,&,2,18,0.1111111111111111
$,oigan,&,2,2,1.0
no,es,cierto,2,2,1.0
que,si,no,2,3,0.6666666666666666
este,es,un,2,2,1.0
es,un,mensaje,2,4,0.5
$,espero,que,2,2,1.0
se,me,olvidó,2,4,0.5
x2,gabygod,&,2,2,1.0
$,se,me,2,7,0.2857142857142857
esponjosito,?,?,2,2,1.0
$,ya,no,2,17,0.11764705882352941
no,me,gusta,2,3,0.6666666666666666
te,apoyamos,gabygod,2,2,1.0
los,gummyboys,te,2,3,0.6666666666666666
🧐,🧐,🧐,2,3,0.6666666666666666
gabygod,:,(,2,2,1.0
tengo,la,teoría,2,2,1.0
$,lo,siento,2,6,0.3333333333333333
lo,que,nos,2,9,0.2222222222222222
$,ya,nos,2,17,0.11764705882352941
de,una,&,2,5,0.4
no,te,preocupes,2,4,0.5
a,su,madre,2,2,1.0
hola,gabygod,",",2,2,1.0
$,no,me,2,27,0.07407407407407407
@,5215512499392,hola,2,19,0.10526315789473684
$,yo,digo,2,10,0.2
$,buenas,noches,2,2,1.0
5215512499392,hola,gabygod,2,2,1.0
lo,que,esta,2,9,0.2222222222222222
te,preocupes,&,2,2,1.0
otra,pregunta,",",1,1,1.0
que,fecha,es,1,1,1.0
",",que,fecha,1,3,0.3333333333333333
",",bueno,casi,1,1,1.0
pregunta,",",que,1,1,1.0
y,volver,con,1,1,1.0
fases,y,el,1,1,1.0
$,otra,pregunta,1,1,1.0
metodología,",",bueno,1,2,0.5
y,el,diagrama,1,1,1.0
sagal,.,&,1,1,1.0
dicho,sagal,.,1,1,1.0
el,diagrama,",",1,1,1.0
fecha,es,la,1,1,1.0
quedaron,las,fases,1,1,1.0
es,la,tentativa,1,1,1.0
las,fases,y,1,1,1.0
terminarlo,y,volver,1,1,1.0
la,tentativa,pa,1,1,1.0
viernes,?,&,1,1,1.0
el,viernes,?,1,1,1.0
ya,quedaron,las,1,1,1.0
?,el,viernes,1,1,1.0
sagal,?,el,1,1,1.0
con,sagal,?,1,1,1.0
casi,xd,ya,1,1,1.0
tentativa,pa,terminarlo,1,1,1.0
bueno,casi,xd,1,1,1.0
volver,con,sagal,1,1,1.0
pa,terminarlo,y,1,1,1.0
xd,ya,quedaron,1,1,1.0
pero,ya,mañanita,1,1,1.0
diagrama,",",solo,1,1,1.0
",",solo,voy,1,2,0.5
nos,podemos,dividir,1,1,1.0
si,nos,podemos,1,1,1.0
cronograma,si,nos,1,1,1.0
el,cronograma,si,1,2,0.5
para,el,cronograma,1,2,0.5
semma,",",scrum,1,1,1.0
",",para,el,1,2,0.5
",",scrum,",",1,1,1.0
scrum,",",prototipos,1,1,1.0
metodología,",",para,1,2,0.5
",",prototipos,etc,1,1,1.0
a,la,metodología,1,2,0.5
acuerdo,a,la,1,1,1.0
de,acuerdo,a,1,1,1.0
y,de,acuerdo,1,1,1.0
prototipos,etc,",",1,1,1.0
etc,",",hay,1,1,1.0
",",hay,muchos,1,1,1.0
hay,muchos,),1,1,1.0
$,y,de,1,10,0.1
mañanita,.,&,1,1,1.0
muchos,),pero,1,1,1.0
ya,mañanita,.,1,1,1.0
(,semma,",",1,1,1.0
podemos,dividir,1,1,1,1.0
dividir,1,cada,1,1,1.0
todos,asi,como,1,1,1.0
),pero,ya,1,1,1.0
voy,a,buscar,1,2,0.5
a,buscar,una,1,1,1.0
buscar,una,metodología,1,1,1.0
una,metodología,que,1,1,1.0
metodología,que,nos,1,1,1.0
que,nos,permita,1,4,0.25
habia,dicho,sagal,1,1,1.0
como,habia,dicho,1,1,1.0
asi,como,habia,1,1,1.0
entre,todos,asi,1,1,1.0
1,cada,quién,1,1,1.0
3,entre,todos,1,1,1.0
nos,permita,hacer,1,1,1.0
últimos,3,entre,1,1,1.0
permita,hacer,eso,1,1,1.0
hacer,eso,(,1,1,1.0
los,últimos,3,1,1,1.0
eso,(,semma,1,1,1.0
y,los,últimos,1,1,1.0
quién,y,los,1,1,1.0
cada,quién,y,1,1,1.0
solo,voy,a,1,1,1.0
$,buenos,dias,1,1,1.0
$,ahora,si,1,1,1.0
",",y,nosotros,1,2,0.5
y,nosotros,nerviosos,1,2,0.5
tranquila,y,nosotros,1,1,1.0
tú,tranquila,y,1,1,1.0
$,tú,tranquila,1,2,0.5
100,*,&,1,1,1.0
$,100,*,1,1,1.0
falta,gabygod,.,1,1,1.0
que,falta,gabygod,1,1,1.0
lo,que,falta,1,9,0.1111111111111111
rifamos,lo,que,1,1,1.0
nos,rifamos,lo,1,1,1.0
nosotros,nos,rifamos,1,1,1.0
y,nosotros,nos,1,2,0.5
),",",y,1,1,1.0
ahora,si,ya,1,1,1.0
bastante,),",",1,1,1.0
fue,bastante,),1,1,1.0
que,fue,bastante,1,1,1.0
(,que,fue,1,1,1.0
hicisteis,(,que,1,1,1.0
ya,hicisteis,(,1,1,1.0
que,ya,hicisteis,1,2,0.5
lo,que,ya,1,9,0.1111111111111111
nlp,lo,que,1,1,1.0
a,nlp,lo,1,2,0.5
presentamos,a,nlp,1,1,1.0
le,presentamos,a,1,1,1.0
mañana,le,presentamos,1,1,1.0
nosotros,nerviosos,.,1,1,1.0
nerviosos,.,&,1,1,1.0
$,*,zona,1,2,0.5
*,zona,de,1,1,1.0
leer,xdxdxd,&,1,1,1.0
sabe,leer,xdxdxd,1,1,1.0
no,sabe,leer,1,1,1.0
promedio,no,sabe,1,1,1.0
escom,promedio,no,1,1,1.0
estudiantes,escom,promedio,1,1,1.0
el,estudiantes,escom,1,1,1.0
:,el,estudiantes,1,1,1.0
justificación,:,el,1,1,1.0
$,justificación,:,1,1,1.0
$,but,&,1,2,0.5
el,sólo,&,1,1,1.0
protocolo,el,sólo,1,1,1.0
el,protocolo,el,1,6,0.16666666666666666
escribiendo,el,protocolo,1,1,1.0
estaba,escribiendo,el,1,1,1.0
razón,estaba,escribiendo,1,1,1.0
con,razón,estaba,1,1,1.0
$,con,razón,1,4,0.25
nos,utilizo,&,1,1,1.0
solo,nos,utilizo,1,1,1.0
$,solo,nos,1,2,0.5
$,xdxdxdxd,&,1,1,1.0
fumar,*,&,1,1,1.0
no,fumar,*,1,1,1.0
de,no,fumar,1,1,1.0
zona,de,no,1,1,1.0
$,mañana,le,1,3,0.3333333333333333
que,descanses,&,1,1,1.0
$,que,descanses,1,9,0.1111111111111111
$,te,creo,1,3,0.3333333333333333
no,sabemooos,aaaaaa,1,1,1.0
$,no,sabemooos,1,27,0.037037037037037035
146,xd,&,1,1,1.0
sale,146,xd,1,1,1.0
me,sale,146,1,1,1.0
también,me,sale,1,1,1.0
$,también,me,1,3,0.3333333333333333
la,matriz,&,1,1,1.0
y,la,matriz,1,2,0.5
vectorizardor,y,la,1,1,1.0
el,vectorizardor,y,1,1,1.0
$,el,vectorizardor,1,5,0.2
quedó,la,metodología,1,1,1.0
el,test,normalizar,1,1,1.0
que,el,test,1,1,1.0
igual,que,el,1,1,1.0
al,igual,que,1,1,1.0
normalizado,al,igual,1,1,1.0
corpus,normalizado,al,1,1,1.0
el,corpus,normalizado,1,1,1.0
utilizar,el,corpus,1,1,1.0
$,utilizar,el,1,1,1.0
😴,😴,&,1,3,0.3333333333333333
mimir,😴,😴,1,1,1.0
a,mimir,😴,1,2,0.5
ya,a,mimir,1,1,1.0
si,ya,a,1,1,1.0
sabemooos,aaaaaa,&,1,1,1.0
te,creo,&,1,1,1.0
$,de,una,1,1,1.0
$,un,dato,1,2,0.5
que,enviarlos,&,1,1,1.0
ay,que,enviarlos,1,1,1.0
$,ay,que,1,5,0.2
18,gaby,&,1,1,1.0
al,18,gaby,1,1,1.0
10,al,18,1,1,1.0
del,10,al,1,1,1.0
$,del,10,1,1,1.0
contesté,wey,&,1,1,1.0
le,contesté,wey,1,1,1.0
hasta,le,contesté,1,1,1.0
ya,hasta,le,1,1,1.0
$,ya,hasta,1,17,0.058823529411764705
ya,valió,&,1,1,1.0
$,ya,valió,1,17,0.058823529411764705
$,aaaaaaaaaaaaaa,&,1,1,1.0
pipa,jajsjss,&,1,1,1.0
es,pipa,jajsjss,1,1,1.0
$,es,pipa,1,3,0.3333333333333333
$,jajsjsjsjs,&,1,1,1.0
broma,?,?,1,1,1.0
la,broma,?,1,1,1.0
hago,la,broma,1,1,1.0
le,hago,la,1,1,1.0
$,le,hago,1,3,0.3333333333333333
dato,maaaaas,&,1,1,1.0
un,dato,maaaaas,1,1,1.0
test,normalizar,&,1,1,1.0
teoría,y,la,1,1,1.0
ya,quedó,la,1,1,1.0
luego,ya,el,1,1,1.0
ia,y,luego,1,1,1.0
de,ia,y,1,1,1.0
tarea,de,ia,1,1,1.0
una,tarea,de,1,1,1.0
hago,una,tarea,1,1,1.0
),hago,una,1,1,1.0
puerco,),hago,1,1,1.0
del,puerco,),1,1,1.0
mal,del,puerco,1,1,1.0
el,mal,del,1,1,1.0
dio,el,mal,1,1,1.0
me,dio,el,1,3,0.3333333333333333
(,me,dio,1,1,1.0
duermo,(,me,1,1,1.0
me,duermo,(,1,1,1.0
",",me,duermo,1,2,0.5
como,",",me,1,1,1.0
",",como,",",1,2,0.5
casa,",",como,1,1,1.0
mi,casa,",",1,1,1.0
a,mi,casa,1,1,1.0
llego,a,mi,1,1,1.0
solo,llego,a,1,1,1.0
$,solo,llego,1,2,0.5
tiempo,.,&,1,1,1.0
dio,tiempo,.,1,1,1.0
me,dio,tiempo,1,3,0.3333333333333333
y,luego,ya,1,1,1.0
ya,el,protocolo,1,1,1.0
esponjosito,no,me,1,1,1.0
espero,que,cuándo,1,2,0.5
dar,a,nlp,1,1,1.0
que,dar,a,1,1,1.0
tenemos,que,dar,1,1,1.0
le,tenemos,que,1,1,1.0
5215565635201,le,tenemos,1,1,1.0
@,5215565635201,le,1,9,0.1111111111111111
pasen,🙏,🏻,1,1,1.0
nos,pasen,🙏,1,1,1.0
y,nos,pasen,1,1,1.0
",",y,nos,1,2,0.5
sinodales,",",y,1,1,1.0
los,sinodales,",",1,1,1.0
a,los,sinodales,1,2,0.5
estrese,a,los,1,1,1.0
",",estrese,a,1,1,1.0
misa,",",estrese,1,1,1.0
una,misa,",",1,1,1.0
aviente,una,misa,1,1,1.0
se,aviente,una,1,1,1.0
5215565635201,se,aviente,1,1,1.0
@,5215565635201,se,1,9,0.1111111111111111
el,@,5215565635201,1,1,1.0
tt,el,@,1,1,1.0
el,tt,el,1,2,0.5
defendamos,el,tt,1,1,1.0
cuándo,defendamos,el,1,1,1.0
que,cuándo,defendamos,1,1,1.0
no,me,dio,1,3,0.3333333333333333
del,esponjosito,no,1,3,0.3333333333333333
nlp,por,que,1,1,1.0
$,el,dia,1,5,0.2
pipa,con,nosotros,1,1,1.0
esta,pipa,con,1,1,1.0
también,esta,pipa,1,1,1.0
$,también,esta,1,3,0.3333333333333333
entonces,.,&,1,1,1.0
3,entonces,.,1,1,1.0
nosotros,3,entonces,1,1,1.0
$,nosotros,3,1,2,0.5
si,gabygod,.,1,6,0.16666666666666666
la,metodología,&,1,3,0.3333333333333333
modificar,la,metodología,1,1,1.0
a,modificar,la,1,1,1.0
empiezo,a,modificar,1,1,1.0
mañana,empiezo,a,1,1,1.0
yo,mañana,empiezo,1,1,1.0
",",yo,mañana,1,2,0.5
gabygod,",",yo,1,11,0.09090909090909091
gracias,gabygod,",",1,14,0.07142857142857142
disculpa,gabygod,:,1,1,1.0
una,disculpa,gabygod,1,1,1.0
pido,una,disculpa,1,1,1.0
te,pido,una,1,1,1.0
$,te,pido,1,3,0.3333333333333333
gracias,gabygod,.,1,14,0.07142857142857142
oh,",",gracias,1,1,1.0
$,oh,",",1,2,0.5
del,esponjosito,?,1,3,0.3333333333333333
con,nosotros,&,1,2,0.5
el,dia,de,1,1,1.0
hacer,lo,del,1,1,1.0
dia,de,hoy,1,1,1.0
por,hacer,lo,1,1,1.0
esque,por,hacer,1,1,1.0
",",esque,por,1,1,1.0
siii,",",esque,1,1,1.0
que,siii,",",1,1,1.0
verdad,que,siii,1,1,1.0
de,verdad,que,1,1,1.0
",",de,verdad,1,1,1.0
gabygod,",",de,1,11,0.09090909090909091
protocolo,gabygod,",",1,1,1.0
al,protocolo,gabygod,1,1,1.0
avanzó,al,protocolo,1,1,1.0
le,avanzó,al,1,1,1.0
alrato,le,avanzó,1,1,1.0
$,alrato,le,1,1,1.0
protocolo,wey,&,1,1,1.0
nuestro,protocolo,wey,1,1,1.0
de,nuestro,protocolo,1,1,1.0
hablale,de,nuestro,1,1,1.0
$,hablale,de,1,1,1.0
$,confirmooo,&,1,1,1.0
la,claseeeeee,&,1,1,1.0
toda,la,claseeeeee,1,1,1.0
agarraron,toda,la,1,1,1.0
gummyfriends,agarraron,toda,1,1,1.0
hoy,gummyfriends,agarraron,1,1,1.0
de,hoy,gummyfriends,1,1,1.0
a,nlp,por,1,2,0.5
por,que,si,1,4,0.25
$,ya,quedó,1,17,0.058823529411764705
a,pop,ig,1,2,0.5
$,y,a,1,10,0.1
la,respuesta,&,1,1,1.0
tiene,la,respuesta,1,1,1.0
$,tiene,la,1,1,1.0
gracias,.,&,1,1,1.0
",",gracias,.,1,3,0.3333333333333333
gabygod,",",gracias,1,11,0.09090909090909091
ok,gabygod,",",1,1,1.0
$,ok,gabygod,1,1,1.0
pero,vale,&,1,1,1.0
$,pero,vale,1,8,0.125
de,expresión,&,1,1,1.0
libertad,de,expresión,1,1,1.0
hay,libertad,de,1,1,1.0
no,hay,libertad,1,2,0.5
aqui,no,hay,1,1,1.0
",",aqui,no,1,1,1.0
eh,",",aqui,1,1,1.0
$,eh,",",1,1,1.0
algo,?,&,1,1,1.0
?,algo,?,1,1,1.0
ig,?,algo,1,1,1.0
¿,ig,?,1,1,1.0
?,¿,ig,1,1,1.0
x,?,¿,1,1,1.0
¿,x,?,1,1,1.0
o,¿,x,1,1,1.0
y,a,pop,1,1,1.0
pop,ig,&,1,1,1.0
tiktok,?,o,1,1,1.0
$,pero,&,1,8,0.125
hola,gummyfriends,&,1,1,1.0
$,hola,gummyfriends,1,1,1.0
tik,tok,&,1,1,1.0
$,tik,tok,1,1,1.0
clon,.,&,1,1,1.0
un,clon,.,1,1,1.0
tiene,un,clon,1,1,1.0
que,tiene,un,1,1,1.0
",",que,tiene,1,3,0.3333333333333333
teoría,",",que,1,1,1.0
la,teoría,",",1,2,0.5
yo,tengo,la,1,3,0.3333333333333333
realidad,.,&,1,1,1.0
la,realidad,.,1,1,1.0
a,la,realidad,1,2,0.5
más,a,la,1,1,1.0
acerca,más,a,1,1,1.0
se,acerca,más,1,1,1.0
teoría,se,acerca,1,1,1.0
mi,teoría,se,1,1,1.0
verdad,mi,teoría,1,1,1.0
la,verdad,mi,1,2,0.5
y,la,verdad,1,2,0.5
la,teoría,de,1,2,0.5
esta,teoría,y,1,1,1.0
tengo,esta,teoría,1,1,1.0
yo,tengo,esta,1,3,0.3333333333333333
?,o,¿,1,1,1.0
usas,tiktok,?,1,1,1.0
si,no,gabygod,1,3,0.3333333333333333
se,ve,bien,1,1,1.0
but,",",se,1,1,1.0
$,but,",",1,2,0.5
si,trabajamos,&,1,2,0.5
equipo,por,favor,1,2,0.5
saques,del,equipo,1,1,1.0
nos,saques,del,1,2,0.5
$,gabygod,&,1,1,1.0
grites,jr,&,1,1,1.0
le,grites,jr,1,1,1.0
no,le,grites,1,2,0.5
$,no,le,1,27,0.037037037037037035
mal,xdxdxd,&,1,1,1.0
entendí,mal,xdxdxd,1,1,1.0
$,entendí,mal,1,1,1.0
práctica,?,&,1,1,1.0
cual,práctica,?,1,1,1.0
$,cual,práctica,1,2,0.5
gracias,gab,&,1,1,1.0
$,gracias,gab,1,18,0.05555555555555555
hacer,nadaaaaa,&,1,1,1.0
no,hacer,nadaaaaa,1,1,1.0
por,no,hacer,1,1,1.0
equipo,por,no,1,2,0.5
sacar,del,equipo,1,1,1.0
a,sacar,del,1,2,0.5
gabygod,nos,va,1,1,1.0
no,gabygod,nos,1,1,1.0
",",se,ve,1,2,0.5
ve,bien,gabygoooood,1,1,1.0
¿,usas,tiktok,1,1,1.0
bien,gabygoooood,.,1,1,1.0
$,¿,usas,1,1,1.0
haciendo,.,&,1,1,1.0
estamos,haciendo,.,1,1,1.0
que,estamos,haciendo,1,1,1.0
hipótesis,que,estamos,1,1,1.0
unas,hipótesis,que,1,1,1.0
de,unas,hipótesis,1,1,1.0
generación,de,unas,1,1,1.0
la,generación,de,1,1,1.0
para,la,generación,1,2,0.5
es,para,la,1,1,1.0
",",es,para,1,1,1.0
importante,",",es,1,1,1.0
muy,importante,",",1,1,1.0
pregunta,muy,importante,1,1,1.0
una,pregunta,muy,1,1,1.0
tenemos,una,pregunta,1,1,1.0
te,tenemos,una,1,1,1.0
5215512499392,te,tenemos,1,1,1.0
@,5215512499392,te,1,19,0.05263157894736842
pop,xdxd,&,1,1,1.0
dice,pop,xdxd,1,1,1.0
mañana,dice,pop,1,1,1.0
pero,mañana,dice,1,1,1.0
$,pero,mañana,1,8,0.125
$,graciaaaas,&,1,1,1.0
gabygoooood,.,&,1,1,1.0
$,tengo,la,1,1,1.0
nos,saques,por,1,2,0.5
teoría,de,que,1,1,1.0
no,nos,funes,1,4,0.25
nada,de,redes,1,1,1.0
sabemos,nada,de,1,1,1.0
no,sabemos,nada,1,1,1.0
$,no,sabemos,1,27,0.037037037037037035
$,bien,&,1,1,1.0
en,local,&,1,1,1.0
modificando,en,local,1,1,1.0
esta,modificando,en,1,1,1.0
se,esta,modificando,1,2,0.5
ji,ji,&,1,1,1.0
$,ji,ji,1,1,1.0
funes,gabygod,&,1,1,1.0
nos,funes,gabygod,1,1,1.0
oh,no,&,1,1,1.0
$,ayudame,&,1,1,1.0
$,oh,no,1,2,0.5
un,cabrón,&,1,1,1.0
es,un,cabrón,1,4,0.25
$,es,un,1,3,0.3333333333333333
leyó,nada,&,1,1,1.0
no,leyó,nada,1,1,1.0
$,no,leyó,1,27,0.037037037037037035
pinché,sagal,&,1,1,1.0
$,pinché,sagal,1,1,1.0
bien,gaby,&,1,1,1.0
todo,bien,gaby,1,1,1.0
$,todo,bien,1,1,1.0
se,estresó,&,1,1,1.0
de,redes,&,1,1,1.0
$,yo,creo,1,10,0.1
yo,creo,que,1,1,1.0
creo,que,los,1,5,0.2
🏻,👈,🏻,1,1,1.0
👉,🏻,👈,1,1,1.0
mejor,👉,🏻,1,1,1.0
más,mejor,👉,1,1,1.0
la,más,mejor,1,1,1.0
eres,la,más,1,1,1.0
esque,eres,la,1,1,1.0
$,esque,eres,1,2,0.5
conocemos,nada,xd,1,1,1.0
no,conocemos,nada,1,1,1.0
$,no,conocemos,1,27,0.037037037037037035
entiendo,nada,xd,1,1,1.0
no,entiendo,nada,1,1,1.0
$,no,entiendo,1,27,0.037037037037037035
al,esponjosito,xd,1,1,1.0
vemos,al,esponjosito,1,1,1.0
nosotros,vemos,al,1,1,1.0
como,nosotros,vemos,1,1,1.0
profesor,como,nosotros,1,1,1.0
al,profesor,como,1,1,1.0
ven,al,profesor,1,1,1.0
",",ven,al,1,1,1.0
sistemas,",",ven,1,1,1.0
de,sistemas,",",1,1,1.0
chabos,de,sistemas,1,1,1.0
los,chabos,de,1,1,1.0
que,los,chabos,1,1,1.0
$,se,estresó,1,7,0.14285714285714285
esta,loco,&,1,1,1.0
de,que,&,1,1,1.0
estoy,triste,por,1,2,0.5
ya,nos,va,1,2,0.5
acomodando,el,protocolo,1,1,1.0
estamos,acomodando,el,1,1,1.0
$,estamos,acomodando,1,3,0.3333333333333333
estoy,triste,&,1,2,0.5
no,estoy,triste,1,1,1.0
ya,no,estoy,1,4,0.25
(,neta,&,1,1,1.0
(,(,neta,1,7,0.14285714285714285
chikas,:,(,1,1,1.0
eso,chikas,:,1,1,1.0
por,eso,chikas,1,1,1.0
triste,por,eso,1,1,1.0
$,estoy,triste,1,1,1.0
popue,esta,loco,1,1,1.0
con,brito,&,1,1,1.0
hablas,con,brito,1,1,1.0
tu,hablas,con,1,1,1.0
mientras,tu,hablas,1,2,0.5
ti,mientras,tu,1,1,1.0
de,ti,mientras,1,1,1.0
atras,de,ti,1,1,1.0
estamos,atras,de,1,1,1.0
$,estamos,atras,1,3,0.3333333333333333
$,moralmente,&,1,1,1.0
apoyamos,gabygod,&,1,2,0.5
nosotros,te,apoyamos,1,1,1.0
$,nosotros,te,1,2,0.5
va,a,firmar,1,4,0.25
a,firmar,&,1,1,1.0
$,sagal,&,1,2,0.5
que,nos,interesa,1,4,0.25
$,popue,esta,1,2,0.5
se,fue,&,1,1,1.0
sagal,se,fue,1,1,1.0
$,sagal,se,1,2,0.5
cierto,gabygod,&,1,2,0.5
$,no,es,1,27,0.037037037037037035
todo,xd,&,1,1,1.0
madre,todo,xd,1,1,1.0
su,madre,todo,1,2,0.5
chingó,a,su,1,1,1.0
que,chingó,a,1,1,1.0
creo,que,chingó,1,5,0.2
$,eto,&,1,1,1.0
