features,section
México busca ser máximo exponente Homeless Cup largo viaje Corea del Sur selecciones mexica-nas futbol calle cumplieron objetivo estar final Homeless World Cup están pasó convertirse máximos exponentes este torneo,Deportes
UEFA sanciona al Barça pancarta expresión nazi Madrid Órgano Control Ética Disciplina ( CEDB siglas inglés ) UEFA sancionó al Barcelona 11 mil 162 dólares al resolver afición tuvo conducta racista partido Champions AS Mónaco pasado 17 abril Stade Louis II,Deportes
Retrasos del ferrocarril México-EU afectan suministro agrícola Chicago retrasos transporte ferroviario están perturbando comercio exportación Estados Unidos México obstaculizando cadenas suministro agrícola plena cosecha otoño boreal denunciaron ayer organizaciones agrarias,Economía
Pemex envía combustible Refinería Olmeca India Petróleos Mexicanos ( Pemex ) envió este mes primer cargamento combustible nueva refinería Olmeca India señal progreso después múltiples retrasos costos espiral datos embarque fuentes industria,Economía
Déficit finanzas públicas es menor previsto SHCP primeros ocho meses del año balance presupuestario observó déficit 897 mil 874 millones pesos monto fue menor respecto programado mientras deuda mantuvo nivel sostenible dijo Secretaría Hacienda Crédito Público ( SHCP ),Economía
Volkswagen negocia sindicatos Después del explosivo anuncio Volkswagen podría cerrar fábricas Alemania primera vez dirección empresa sindicatos iniciarán tensas conversaciones nuevo acuerdo salarial empresa ha subrayado repetidamente costes son excesivos márgenes beneficio demasiado bajos especialmente marca principal,Economía
BMV gana 1.1% semana peso pierde 28 centavos peso revirtió ganancias iniciales día después del impulso registrado anuncio del Banco México recortó tasa interés,Economía
Confirma Sheinbaum salida Gabriel Yorio Subsecretaría Hacienda subsecretario Hacienda Gabriel Yorio González no repetirá cargo próximo sexenio confirmó próxima titular del Ejecutivo federal,Economía
desempleo Alemania aumenta más previsto Berlín número desempleados Alemania aumentó más previsto septiembre nueva señal retos enfrenta mayor economía Europa,Economía
Gustavo Gordillo / III Justicia anillos poder haya mayorías tiene haber minorías Son minorías existencia política constituyen régimen mayorías,Economía
Desequilibrio balanza comercial acumuló 10 mil 438 mdd agosto balanza comercial del país observó agosto 2024 déficit 4 mil 868 millones dólares dinamismo explicó retroceso uno ciento exportaciones frente igual periodo del año anterior informó Instituto Nacional Estadística Geografía ( Inegi ),Economía
Misión cumplida Misión cumplida dijo artista Gabriel Orozco al cerrar ciclo casi seis años coordinador del proyecto Chapultepec Naturaleza Cultura 24 septiembre presidente Andrés Manuel López Obrador inauguró cuarta sección última faltaba concluir ese bosque urbano,Cultura
Pablo Espinosa creaturas habitan Bellas Artes luz distintas horas devora,Cultura
Miguel Díaz Reynoso * Cuadernos Habana Encuentro cuadernos varias referencias al asalto al Cuartel Moncada Quizá deba empezar preparativos cómo decidió llevarlo cabo ese 26 julio,Cultura
Chapultepec está listo atender presente enfrentar futuro Orozco Bosque Chapultepec está listo atender presente encarar futuro aseguró Jornada artista veracruzano Gabriel Orozco concluyó labor coordinador del proyecto Chapultepec Naturaleza Cultura cuarta sección remodelada inauguró hace días,Cultura
conclusión del proyecto Naturaleza Cultura es prioridad del gobierno entrante proyecto Chapultepec Naturaleza Cultura no ha dado concluido mantendrá prioritario próximo gobierno federal afirmó subsecretaria Desarrollo Cultural Secretaría Cultura federal ( SC ) Marina Núñez Bespalova,Cultura
choque América Pumas primer reto seguridad estadio Ciudad Deportes partido América Pumas considerado uno mayor riesgo será primer reto operativo seguridad estadio Ciudad Deportes más longevo ciudad Águilas mudaron manera temporal este recinto remodelaciones del Azteca Todavía hay incertidumbre respecto del ambiente diferencia otras ediciones ayer aún quedaba poco menos mitad boletos duelo,Deportes
Yanquis clasificados playoffs caen 9-4 Pittsburgh Nueva York Yanquis clasificados postemporada Grandes Ligas cayeron ayer 9-4 Piratas Pittsburgh pegaron cinco jonrones incluyendo cuatro frente al novato dominicano Luis Gil este resultado retrasó equipo Nueva York consiguiera ventaja casa playoffs Liga Americana,Deportes
Cruz Azul líder arrollador remonta impone Pachuca Hidalgo líder Cruz Azul apareció tarde estadio Hidalgo más 40 minutos jugó equipo errático irreconocible fue abajo dos goles marcador vez funcionó plan partido mismo grado dificultad siempre expulsión incluida Sergio Damián Barreto fuerte entrada Luis Romo Máquina vino atrás ganar 4-2 mantenerse cima Liga Mx,Deportes
Sinner decepcionado apelación AMA Roma tenista número uno del mundo Jannik Sinner dijo estar muy decepcionado sorprendido después Agencia Mundial Antidopaje ( AMA ) decidió impugnar decisión Agencia Integridad del Tenis Internacional determinó no hubo culpabilidad dos positivos dopaje,Deportes
Dodgers Yanquis primeros sembrados Ángeles Dodgers Ángeles Yanquis Nueva York aseguraron este sábado ser primeros sembrados playoffs mientras dominicano José Ramírez Guardianes Cleveland colocó jonrón ingresar selecto club del 40-40,Deportes
Cede lluvia arranca primer partido miniliga del Pacífico lluvia cedió horas fin salió Sol señal sagrada fanáticos del beisbol aguardaron par días tormentosos pudie-ra empezar minitorneo Liga Mexicana del Pacífico estadio Fray Nano Ciudad México todo movió prisa ganarle partida al mal tiempo al fin arrancó primer juego Cañeros Mochis derrotaron 4-0 Sultanes Monterrey resto partidos aún dependerán condiciones climáticas,Deportes
Guadalajara deja escapar valioso triunfo iguala 1-1 Monterrey partido mucha intensidad polémica arbitral incluida Chivas dejó escapar importante triunfo empatar 1-1 Monterrey duelo jornada 10 del torneo Apertura 2024 disputado ayer estadio Akron,Deportes
México ratifica hegemonía Homeless Cup Corea del Sur México ratificó hegemonía Homeless World Cup llevada cabo Seúl Corea del Sur consagró máximo ganador este torneo selección varonil ganó 6-5 Inglaterra último momento evitar penales obtuvieron quinto título mientras equipo femenil consiguió novena corona vencer Rumania 5-2 día ayer,Deportes
Raúl Jiménez entra al selecto club tricolores 100 goles Europa Hay casualidades casi increíbles futbol resto vida es parte historia Raúl Jímenez manera coincidente marcó primer tanto número 100 canchas Europa diferencia 10 años día convirtió tercer tricolor llegar al centenar goles torneos del viejo continente,Deportes
Venta gasolinas Pemex aumentó 2.8% volumen ventas gasolinas Petróleos Mexicanos ( Pemex ) agosto promedió 687 mil barriles diarios dato mostró avance 2.8 ciento frente igual periodo del año pasado revelan estadísticas empresa estatal,Economía
Sufre rechazo Alemania reservas Italia posible fusión UniCredit Commerzbank Milán jefe del banco italiano UniCredit Andrea Orcel participó viernes reunión virtual representantes del alemán Commerzbank convertirse mayor inversor privado del prestamista alemán informó Reuters fuente conocedora del asunto,Economía
José Antonio Rojas Nieto economía Estados Unidos cuarta apreciadísima doctora Edith Klimovsky Barón profesora distinguida UAM Azcapotzalco presentó reciente congreso Economía Matemática Tlaxcala ponencia plantea – Edith dixit – ejes determinan muestran relación salarios beneficios Relación fundamental Clásicos evidente Marx duda – pesar todo – Neoclásicos,Economía
Aumentó ingreso divisas turísticas elevar llegada viajeros es gran reto Uno indicadores marcan potencialidad turística nación es captación divisas viajeros internacionales afirma Miguel Torruco titular Secretara Turismo ( Sectur ) Medido forma largo este sexenio país ha incrementado presencia nivel mundial muestran datos oficiales,Economía
Lactalis reduce casi 10% adquisición leche Francia grupo Lactalis líder mundial del sector lácteo anunció reducirá finales año volúmenes leche recogidos granjas francesas destinados mercados internacionales centrarse productos vendidos Francia,Economía
Compras maíz Estados Unidos incrementaron 23% sexenio contexto producción granos básicos ha estancado administración del presidente Andrés Manuel López Obrador terminará incremento aproximadamente 23 ciento volumen importaciones maíz Estados Unidos,Economía
Ciudades todo globo viven burbuja inmobiliaria estudio Miami Tokio Zúrich encabezan lista ciudades mayor riesgo burbuja inmobiliaria nivel mundial debido elevada amenaza mercados vivienda reveló UBS Global Real Estate Bubble Index 2024,Economía
Tequila mira China Qionglai Chengdú medio montañas albergan uno sitios más grandes observación luciérnagas Asia está creciendo atractivo mexicano parte comercialización destilados Qionglai – condado 2 mil 300 años historia remiten antigua Ruta Seda – busca incluir al tequila proyecto erigir meca bebidas espirituosas incluso importar jugo agave producción local,Economía
CASA celebra talleres creativos tamales Día Nacional del Maíz Nativo Oaxaca Oax celebrar Día Nacional del Maíz Nativo conmemora hoy Asociación Civil Francisco Toledo realiza colaboración Fundación Alfredo Harp Helú Oaxaca ( Fahho ) actividades espacios fundados artista juchiteco ( 1940-2019 ) luchó defensa del grano escala estatal nacional,Cultura
Elena Poniatowska Miguel Ángel Salazar González Diablo Paula Haro hija hizo muy amiga Diablo venía buscarla Chimalistac después limpiar varios parabrisas Insurgentes Miguel Ángel Quevedo Flaquito huesudo sonriente pelo negro cortina ojos Diablo llegaba desayunar comer merendar No rechazaba ofrecimiento regaderazo agua caliente Después casi 20 minutos agua aparecía misma ropa sonrisa resplandecía,Cultura
Redescubren opiniones Rosario Castellanos política feminismo textos periodísticos Rosario Castellanos ( 1925-1974 ) compilados libro Mujer palabras artículos rescatados muestran desarrollo voz forma gana confianza escritora incluyen ensayos expresa manera fuerte opiniones política feminismo explicó editora Andrea H. Reyes reunió escritos poeta diplomática,Cultura
Yuriria Iturriaga No sólo pan ... sorprende misma categoría son ajenas mayoría personas han rodeado toda vida varios decenios sorpresa no es sólo sentir diferenciamos compatriotas mexicanos todo caso repentina nostalgia paladar olfato tacto intrabucal del infinito mundo del pan pasteles casualidad pertenecen al mundo trigos es decir del gluten ataca orientales mesoamericanos vieja cepa no note …,Cultura
Espartaco Martínez traslada libro obra Sutra del corazón bailarín coreógrafo butoh Espartaco Martínez ha interpretado diversas ocasiones obra Sutra del corazón experiencia sensorial torno condición humana necesidad liberación emocional presentará hoy libro vestíbulo Casa Miguel Alemán del Complejo Cultural Pinos Chapultepec enseñanza relacionada volver al origen vida,Cultura
David Rothenberg reveló universo sonoro estanques del Jardín Botánico música no es prodigio exclusivo del ser humano compositor estadunidense David Rothenberg ha enfocado parte quehacer académico investigar musicalidad animales entornos naturales,Cultura
Baltimore arrebata invicto Búfalo apabulla 35-10 Lamar Jackson Derrick Henry forman dupla ofensiva difícil contener NFL explosiva mancuerna ataque Cuervos Baltimore impusieron 35-10 Bills Búfalo arrebataron invicto jornada cuatro temporada,Deportes
Orgullo azul oro Pumas vence al América clásico capitalino futbol hay aficiones transmiten padres hijos cientos asistieron ayer al estadio Ciudad Deportes camiseta Pumas resume momentos más felices hace más 13 años no ganan título Liga universitarios hicieron del clásico capitalino América fiesta colectiva familias amigos personas todas edades camiseta auriazul celebraron victoria 1-0 gol del peruano Piero Quispe,Deportes
ex escarlata Sepúlveda disfruta ser sultán Carlos Sepúlveda apenas tuvo tiempo celebrar campeonato Liga Mexicana Beisbol Diablos Rojos después década espera inmediato tuvo reportarse equipo fue rival Serie del Rey Sultanes Monterrey jugará temporada invernal Liga del Pacífico,Deportes
Nápoles vuelve ser líder Serie Roma Nápoles consiguió liderato Serie Italia primera vez título logrado 2023 al derrotar 2-0 al Monza ayer partido sexta jornada Matteo Politano abrió marcador ( al minuto 22 ) imponerse velocidad del Monza georgiano Khvicha Kvaratskhelia aumentó ventaja ( minuto 33 ) asegurar cuarta victoria temporada equipo sumar 13 puntos uno más sublíder Juventus Turín tanto Roma remontó venció 2-1 Venecia primer gol del canterano Niccolò Pisilli,Deportes
Etíopes ganan maratón Berlín etíopes Tigist Ketema Milkesa Mengesha ganaron maratón Berlín quedaron lejos respectivos récords del mundo Ketema logró 2:16.42 Menghesa 24 años completó 42.195 kilómetros 2:03.17,Deportes
Baltimore avanza postemporada vencer 6-2 Minnesota Minneápolis James McCann conectó tres jonrones Heston Kjerstad voló barda darle Orioles Baltimore este domingo pase postemporada victoria 6-2 Mellizos Minnesota completó barrida tres juegos,Deportes
Patrick Mahomes lidera victoria 17-10 Jefes frente Cargadores Patrick Mahomes siempre encuentra caminos ganar mariscal campo Jefes Kansas City comandó equipo remontar 17-10 Cargadores Ángeles mantener invicto temporada ( 4-0 ),Deportes
Sorprendente triunfo del esloveno Pogacar Mundial Zúrich Zúrich esloveno Tadej Pogacar ganó primer título campeón mundial ciclismo ruta Zúrich ataque espectacular 100 kilómetros meta maniobra impensable escribe nuevo capítulo historia este deporte,Deportes
Guadalajara rescata empate Tigres Liga Femenil Carolina Jaramillo apenas retornó canchas haber sido separada dos semanas del plantel Chivas enseguida demostró jerarquía ariete marcó gol tramo final permitió al Guadalajara rescatar empate 1-1 Tigres jornada 13 del torneo Liga Mx Femenil,Deportes
Atlético sufre empatar Madrid Madrid Ángel Correa marcó tanto quinto minuto del tiempo añadido ( 90 + 5 ) dar al Atlético Madrid empate 1-1 Real Madrid derbi fue suspendido varios minutos después integrantes del público arrojaron objetos al campo,Deportes
ManU padece humillante derrota 3-0 Tottenham Manchester Manchester United sufrió ayer humillante derrota 3-0 Tottenham Old Trafford extiende mal comienzo temporada United jugó inferioridad numérica minuto 42 expulsión roja directa Bruno Fernandes temeraria falta James Maddison goles Brennan Johnson ( minuto 3 ) Dejan Kulusevski ( 47 ) Dominic Solanke ( 77 ) propinaron al United tercera derrota dejaron al equipo puesto 12 Tottenham escaló al octavo sitio sumó cuatro victorias al hilo,Deportes
Consumió servicio deuda 15% ingresos del gobierno Moody’s Antes pandemia México gastaba alrededor 10 ciento ingresos pago intereses deuda año pasado choque tasas interés aumento inflación impacto política monetaria Estados Unidos gobierno consumió 15 ciento ingresos pago intereses destacó entrevista Renzo Merino vicepresidente analista sénior del Grupo Riesgo Soberano Moody’s,Economía
PIB minero aumentó 4.9% último año segundo trimestre 2024 industria minera México registró producto interno bruto ( PIB ) 872 mil 30 millones pesos alza 4.93 ciento frente 853 mil 59 mil millones pesos igual periodo del año pasado,Economía
México media tabla pronósticos crecimiento México encuentra mitad del ranking crecimiento económico países integrantes Organización Cooperación Desarrollo Económicos ( OCDE ) debajo expansión del producto interno bruto ( PIB ) del mundo del G-7 nivel es 3.2 ciento ambos casos,Economía
Reconoce Concanaco mejoría salario estabilidad económica diálogo equipo transición presidenta electa Claudia Sheinbaum Pardo avanza bastante señaló Octavio Torre Stéffano dirigente Confederación Cámaras Nacionales Comercio Servicios Turismo ( Concanaco-Servytur ) también reconoció mejoría salario mínimo estabilidad económica alcanzada gestión Andrés Manuel López Obrador,Economía
China aligera carga créditos hipotecarios Pekín Banco Popular China ( BPC ) ordenó ayer bancos comerciales empiecen bajar tasas interés todos préstamos vivienda existentes medida radical ayudar aligerar carga hipotecaria hogares afectados desaceleración economía,Economía
León Bendesky giro bancos centrales son responsables del sistema monetario gestión política monetaria estabilidad moneda nacional conseguir baja inflación aproximarse al pleno empleo recursos disponibles propósito es alcanzar ese marco estabilidad financiera sistema capitalista es inestable misma naturaleza basada uso del dinero del crédito indica existencia ciclos económicos distinta duración periodos estancamiento expansión suelen desembocar crisis,Economía
Cuba turismo igualdad derechos Santiago Cuba edición 14 Turismo Naturaleza Cuba Turnat 2024 concluyó actividades anuncio próxima cita realizará Ciénaga Zapata occidental provincia Matanzas,Economía
México triplicó gasto compra armas contexto tensiones globales aumentan gasto México armas casi triplicó 2023 respecto al año previo mientras primeros seis meses 2024 continúa tendencia al alza Aún datos oficiales muestran es poco más alta cantidad artefactos país vende al extranjero,Economía
México consolidó ecosistema industrial Secretaría Economía publicó segunda edición del dossier Invierte México Momento Mexicano documento clave refleja posicionamiento del país actor estratégico economía global,Economía
costo del servicio deuda bajará medio punto del PIB ciclo recorte tasas CIDE ciclo baja tasa interés referencia del Banco México tendrá impacto benéfico deuda pública próximo año también 2026 será menos costosa destacó Raúl Feliz académico del Centro Investigación Docencia Económica ( CIDE ),Economía
Primer sexenio positivo peso 30 años peso termina primera vez administración apreciación frente al dólar estadunidense México entró al régimen libre flotación del tipo cambio 1994 acuerdo datos del Banco México ( BdeM ) moneda mexicana alcanzó cotización 19.6902 pesos dólar spot al cierre penúltima sesión del gobierno del presidente Andrés Manuel López Obrador representó apreciación nominal 3.7 ciento frente 20.4455 pesos dólar arrancó mandato mercado al mayoreo,Economía
Eleva India producción cereales gobierno India publicó estimaciones finales cosecha del último año agrícola ( julio 2023 junio 2024 ) mostraron cereales alimenticios ( arroz trigo maíz ) alcanzaron récord 332.3 millones toneladas aumento más 3 toneladas producción cereales alimentarios debido mayor producción arroz maíz producción total arroz ha estimado 137.83 toneladas frente 135.76 del año pasado registraron 113.26 toneladas temporada kharif 14.6 toneladas rabi 9.97 toneladas zaid manera similar Ministerio Agricultura ha elevado producción trigo 113.29 toneladas estimación final 2023-24,Economía
libro 80 años 80 piezas resalta riqueza del acervo del Museo Nacional Historia Museo Nacional Historia ( MNH ) asentado majestuoso Castillo Chapultepec celebró ocho décadas presentación editorial 80 años 80 piezas ( 1944-2024 ) recorrido visual documental resalta riqueza acervo colección cuidadosamente seleccionada,Cultura
Hermann Bellinghausen ¿ qué Israel sale ? Ha sido difícil aprender muchos todo judíos Israel no es judíos Este año quedó claro nunca llamamos Israel ente nuevo fundado balazos hace siete décadas tierras habitadas otro pueblo al niega adquirió tiempo fisonomía propia nacionalidad sí israelí baños del humanismo pacifista judíos europeos brillaron ciencias artes pensamiento del Romanticismo catástrofe fascista ( justo devenían europeos además judíos ) nación israelí es opuesto militarista vengativa autoritaria fanática sostenida fanáticos paranoica superior al resto humanidad vez dueña sofisticada máquina matar sistema espionaje contrainsurgencia terrorismo antiterrorismo más temido eficaz del mundo ideología sionista fue satanizada fascismo al tanto debía contraluz desembocar doctrina fundamentalista racista peligrosa,Cultura
Llega novena edición Cuerpo al Descubierto festival solos dancísticos Gran diversidad estilos van del butoh danza experimental interpretarán bailarines solistas participarán del 4 al 27 octubre novena edición del Festival Internacional Danza Contemporánea Cuerpo al Descubierto dirigido Maribel Michel ha servido espacio reflexión celebración al arte Terpsícore,Cultura
Buena Impresión cumple cinco años expandir artes gráficas Oaxaca Buena Impresión taller litografía sede Oaxaca celebra primer lustro vida exposición piedra papel Cinco años creación Buena Impresión Galería espacio colonia Cuauhtémoc surgido primero forma digital año medio sede física,Cultura
Támesis niebla núcleos muestra Claude Monet Londres Londres pintor francés Claude Monet amaba Londres fascinaba niebla crea luz misteriosa reflejada obras ciudad exhiben primera vez capital británica,Cultura
Festejan 90 años del Palacio Bellas Artes testigo persistencia del genio creativo tarde lluviosa abrazó Ciudad México inclemente tiempo logró opacar brillo uno mayores íconos Palacio Bellas Artes majestuoso edificio celebró este domingo 90 aniversario multitud decidida formar parte del momento histórico,Cultura
Condusef alerta suplantación identidad 24 financieras Veinticuatro instituciones debidamente constituidas han reportado suplantación identidad cometer fraudes usuarios,Economía
Edgar Amador reemplaza Gabriel Yorio subsecretario Hacienda designación fue anunciado apenas horas antes Sheinbaum asuma martes primera mujer presidenta historia México,Economía
Banregio 30 años transformando sector financiero mexicano combinación atención personalizada innovación tecnológica han llevado al banco expandir red sucursales diversificar oferta productos servicios,Economía
Regina García Cuéllar convierte primera directora general ABM García Cuéllar ha liderado sectores banca telecomunicaciones energía sustituye Juan Carlos Jiménez separó cargo mayo pasado,Economía
Cetes bajan quinta semana consecutiva rendimientos Cetes bajaron mínimo nivel 2022 anticipando más recortes parte del Banco México,Economía
Lula da Silva urge México renovar relación comercial presidente Brasil indicó sabe importancia Estados Unidos tiene México hace llamado empresarios mexicanos voltear más al Sur,Economía
No queda claro vamos poder romper persistencia precios Heath subgobernador del Banco México explicó persistencia precios servicios fue razones votó mantener tasa referencia semana pasada,Economía
Beijing flexibiliza normas compra viviendas impulsar demanda reducirá pago inicial mínimo compran vivienda primera vez no menos del 15% mientras compradores segunda vivienda disfrutarán pago inicial mínimo del 20%,Economía
76% mexicanos siente más inseguro cajeros automáticos calle Datos del Inegi revelan mujeres personas escolaridad básica son sienten más inseguros lugares,Economía
Sheinbaum designa Emiliano Calderón CEO CFE TEIT Emiliano Calderón desempeñó coordinador Estrategia Digital Nacional sexenio AMLO ahora será director estatal telecomunicaciones,Ciencia y Tecnología
California veta ley seguridad IA preocupación regulación IA ha tomado fuerza EU al menos 40 estados aprobaron leyes al respecto este año,Ciencia y Tecnología
¿ Cómo hacer podcast Notebook LM asistente proyectos Google ? herramientas IA Notebook LM puedes realizar proyectos podcast necesidad estudios grabación enseñamos cómo hacer uno paso paso,Ciencia y Tecnología
YouTube corona rey del streaming mexicanos plataforma impuso más consumida país agosto este año respecto Netflix Disney debido modelo gratuito acuerdo Nielsen,Ciencia y Tecnología
Qué es cómo funciona tarifa dinámica Ticketmaster Oasis rechazó hermanos Gallagher anunciaron gira Norteamérica usuarios no tendrán lidiar medida Ticketmaster utiliza grandes eventos,Ciencia y Tecnología
Trump advierte irá Google solo mostrar noticias malas candidato apuntó caso llegar presidencia solicitará Google procesado niveles máximos,Ciencia y Tecnología
"AT&T venderá participación DirecTV 7,600 millones dólares operación permite AT&amp;T continuar deshaciéndose participaciones sector del entretenimiento invirtió grandes sumas últimos años",Ciencia y Tecnología
IA es oportunidad ser más humanos Pilar Manchón directora estrategia investigación IA Google habla Expansión necesidad artes desarrollo nuevas tecnologías,Ciencia y Tecnología
